Date,Open,High,Low,Close,Adj Close,Volume
2010-05-03,98.699997,100.650002,98.699997,99.887497,84.027924,883408
2010-05-04,99.750000,101.112503,98.000000,98.287498,82.681946,695748
2010-05-05,97.250000,99.650002,90.050003,99.112503,83.375954,548156
2010-05-06,99.474998,99.750000,96.062500,96.612503,81.272896,400652
2010-05-07,95.750000,96.224998,93.750000,94.037498,79.106743,381824
2010-05-10,96.250000,97.250000,94.987503,96.812500,81.441147,271708
2010-05-11,97.224998,97.224998,95.250000,95.574997,80.400108,218284
2010-05-12,95.500000,96.250000,94.337502,94.962502,79.884888,337728
2010-05-13,95.062500,96.750000,94.500000,95.400002,80.252907,255068
2010-05-14,94.762497,96.462502,93.849998,95.000000,79.916420,241580
2010-05-17,94.250000,95.187500,93.775002,94.574997,79.558876,194264
2010-05-18,93.800003,99.412498,93.800003,96.637497,81.293915,544424
2010-05-19,96.250000,97.625000,94.250000,94.512497,79.506310,417184
2010-05-20,95.000000,96.925003,94.250000,94.537498,79.527359,206124
2010-05-21,93.775002,95.875000,91.300003,94.962502,79.884888,256044
2010-05-24,95.712502,96.750000,94.500000,94.574997,79.558876,155084
2010-05-25,93.275002,96.199997,91.250000,91.712502,77.150887,586148
2010-05-26,92.125000,93.724998,91.250000,92.375000,77.708191,168992
2010-05-27,92.812500,93.375000,91.887497,92.699997,77.981606,205180
2010-05-28,93.237503,95.000000,93.025002,94.800003,79.748161,194448
2010-05-31,94.625000,97.237503,94.000000,96.699997,81.346504,151008
2010-06-01,95.750000,98.250000,95.025002,96.687500,81.335999,230840
2010-06-02,96.974998,97.550003,94.724998,97.137497,81.714516,181156
2010-06-03,97.662498,98.449997,96.150002,97.099998,81.682991,79132
2010-06-04,97.287498,98.550003,95.875000,98.150002,82.566277,178884
2010-06-07,94.512497,96.250000,94.512497,95.375000,80.231865,65216
2010-06-08,95.250000,96.750000,92.500000,95.449997,80.294968,141144
2010-06-09,95.750000,96.750000,94.500000,95.087502,79.990013,77308
2010-06-10,95.562500,95.949997,94.750000,95.125000,80.021576,45220
2010-06-11,95.250000,96.012497,94.500000,95.487503,80.326538,79144
2010-06-14,95.862503,96.050003,94.625000,95.250000,80.126717,68500
2010-06-15,93.250000,102.000000,93.250000,99.900002,84.038414,629700
2010-06-16,100.375000,103.000000,98.050003,101.949997,85.762924,792728
2010-06-17,102.000000,104.474998,101.750000,102.375000,86.120461,848276
2010-06-18,102.187500,103.125000,98.750000,98.900002,83.197205,278660
2010-06-21,99.474998,101.000000,99.125000,99.474998,83.680916,168732
2010-06-22,99.462502,100.212502,98.000000,99.312500,83.544189,106884
2010-06-23,98.000000,102.212502,97.250000,101.150002,85.089951,391600
2010-06-24,101.562500,104.400002,101.187500,102.987503,86.635704,524480
2010-06-25,102.500000,103.574997,100.025002,100.762497,84.763969,134788
2010-06-28,100.900002,104.250000,100.750000,102.262497,86.025803,390188
2010-06-29,102.449997,105.862503,102.449997,103.487503,87.056305,1036756
2010-06-30,103.762497,104.324997,101.750000,103.000000,86.646225,198452
2010-07-01,103.612503,108.500000,102.500000,107.462502,90.400192,2603964
2010-07-02,108.699997,122.250000,108.000000,118.637497,99.800873,14152348
2010-07-05,118.750000,121.750000,114.687500,118.675003,99.832413,7916544
2010-07-06,119.437500,120.724998,116.500000,117.800003,99.096359,2262000
2010-07-07,118.500000,120.250000,113.775002,115.400002,97.077408,1831752
2010-07-08,116.275002,118.687500,115.900002,116.862503,98.307693,842304
2010-07-09,117.500000,126.824997,116.387497,123.112503,103.565369,8089480
2010-07-12,115.250000,125.474998,115.250000,121.050003,101.830345,2682164
