Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,220.824997,222.324997,217.781250,218.356247,154.427414,2001624
2008-01-02,218.750000,219.918747,214.050003,218.537506,154.555603,6155056
2008-01-03,224.625000,224.625000,211.250000,213.631256,151.085754,12425960
2008-01-04,218.425003,218.425003,210.000000,211.862503,149.834854,6166320
2008-01-07,208.750000,211.250000,202.875000,204.606247,144.703003,13254200
2008-01-08,206.875000,209.987503,202.768753,207.781250,146.948456,15531264
2008-01-09,206.875000,212.375000,205.793747,206.618744,146.126328,14714680
2008-01-10,210.925003,211.250000,198.500000,200.318756,141.670807,15498280
2008-01-11,212.500000,217.406250,195.625000,197.718750,139.831985,22633144
2008-01-14,199.875000,201.250000,190.625000,191.187500,135.212936,16050824
2008-01-15,193.000000,194.362503,187.500000,187.762497,132.790665,12786224
2008-01-16,187.500000,189.875000,183.762497,186.912506,132.189575,11127096
2008-01-17,187.500000,190.656250,185.625000,186.300003,131.756378,9699600
2008-01-18,186.625000,187.250000,181.368744,183.550003,129.811478,8136992
2008-01-21,182.487503,186.250000,163.024994,173.887497,122.977913,22169536
2008-01-22,167.500000,180.500000,156.875000,172.612503,122.076172,27680552
2008-01-23,181.125000,182.324997,171.524994,177.750000,125.709564,17827184
2008-01-24,181.125000,187.875000,174.375000,177.818756,125.758163,13942864
2008-01-25,178.750000,192.350006,178.750000,189.981247,134.359833,6650192
2008-01-28,184.250000,187.500000,175.906250,180.793747,127.862190,7788688
2008-01-29,181.250000,188.718750,181.250000,186.574997,131.950882,9040664
2008-01-30,188.875000,188.875000,184.031250,186.656250,132.008316,7139816
2008-01-31,187.000000,191.862503,183.774994,187.381256,132.520996,17885296
2008-02-01,188.250000,201.000000,188.250000,199.324997,140.967926,11143960
2008-02-04,204.312500,208.118744,200.625000,205.006256,144.985886,11361168
2008-02-05,204.625000,204.625000,198.125000,201.162506,142.267532,8020712
2008-02-06,188.125000,196.862503,187.500000,188.743744,133.484634,9944016
2008-02-07,193.212494,193.212494,184.031250,185.293747,131.044708,4179600
2008-02-08,185.000000,197.125000,184.875000,194.043747,137.232910,13180592
2008-02-11,193.750000,200.000000,190.031250,194.743744,137.727997,13978800
2008-02-12,195.000000,200.000000,191.918747,193.156250,136.605270,8462432
2008-02-13,196.250000,206.256256,187.668747,193.175003,136.618546,9893968
2008-02-14,190.687500,199.925003,190.687500,193.343750,136.737854,11749944
2008-02-15,192.500000,197.500000,187.625000,195.675003,138.386612,8952256
2008-02-18,196.250000,197.375000,192.531250,194.393753,137.480469,3266176
2008-02-19,195.000000,196.906250,190.812500,194.562500,137.599808,5356392
2008-02-20,196.375000,198.725006,194.562500,196.112503,138.695999,7002904
2008-02-21,199.987503,206.250000,196.537506,203.443756,143.880859,10366768
2008-02-22,201.500000,202.850006,196.443756,197.581253,139.734741,4970504
2008-02-25,199.850006,202.981247,197.875000,201.893753,142.784653,7592448
2008-02-26,202.375000,209.000000,201.250000,207.856247,147.001480,8402704
2008-02-27,208.125000,210.925003,201.893753,202.362503,143.116150,8432760
2008-02-28,201.125000,202.500000,199.018753,199.918747,141.387909,11706032
2008-02-29,196.250000,200.237503,190.125000,193.524994,136.866043,7945088
2008-03-03,192.625000,192.625000,181.250000,183.487503,129.767273,12364736
2008-03-04,190.512497,190.512497,176.250000,177.381256,125.448792,10798960
