Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,239.000000,239.449997,236.050003,238.149994,155.017365,208790
2008-01-02,240.000000,244.699997,239.000000,241.149994,156.970123,413556
2008-01-03,236.699997,251.399994,236.699997,239.899994,156.156494,1124695
2008-01-04,240.000000,243.899994,238.050003,239.300003,155.765961,273913
2008-01-07,238.000000,238.000000,228.100006,231.100006,150.428360,227323
2008-01-08,233.899994,238.000000,229.050003,232.649994,151.437302,350212
2008-01-09,234.000000,237.800003,230.000000,230.899994,150.298157,386638
2008-01-10,233.399994,235.399994,221.000000,223.649994,145.578964,357933
2008-01-11,225.000000,228.000000,215.550003,218.000000,141.901260,281655
2008-01-14,219.600006,219.800003,212.250000,216.149994,140.697037,160143
2008-01-15,220.000000,220.000000,210.000000,211.750000,137.833023,183587
2008-01-16,212.000000,212.000000,198.550003,202.600006,131.877060,213601
2008-01-17,203.000000,207.000000,200.050003,201.100006,130.900681,226122
2008-01-18,213.899994,213.899994,183.149994,187.550003,122.080658,284908
2008-01-21,185.000000,186.000000,133.000000,147.649994,96.108818,650093
2008-01-22,147.000000,149.500000,91.699997,117.400002,76.418404,796531
2008-01-23,133.000000,144.699997,120.000000,136.149994,88.623199,545646
2008-01-24,144.000000,148.850006,120.000000,123.800003,80.584312,626410
2008-01-25,129.949997,148.500000,127.000000,144.850006,94.286232,438178
2008-01-28,142.000000,154.699997,135.000000,152.500000,99.265808,486568
2008-01-29,154.000000,162.899994,145.100006,150.350006,97.866333,516257
2008-01-30,150.350006,152.000000,133.100006,135.149994,87.972298,617438
2008-01-31,136.000000,143.000000,127.250000,131.850006,85.824234,1249108
2008-02-01,134.800003,141.500000,130.000000,140.300003,91.324524,474993
2008-02-04,144.399994,148.899994,141.000000,144.199997,93.863121,451022
2008-02-05,145.000000,147.000000,142.250000,145.899994,94.969711,227153
2008-02-06,141.000000,141.750000,136.500000,139.399994,90.738724,262919
2008-02-07,139.000000,144.199997,134.050003,134.899994,87.809555,227312
2008-02-08,137.899994,138.500000,130.000000,131.699997,85.726585,276927
2008-02-11,132.000000,135.000000,121.150002,124.150002,80.812141,459895
2008-02-12,127.699997,129.000000,116.000000,117.800003,76.678757,470667
2008-02-13,123.000000,123.000000,112.500000,114.699997,74.660919,646182
2008-02-14,115.500000,126.500000,115.500000,122.300003,79.607918,575878
2008-02-15,119.000000,128.949997,117.000000,127.449997,82.960167,341162
2008-02-18,128.000000,129.899994,119.400002,120.250000,78.273529,533424
2008-02-19,118.849998,136.500000,118.849998,127.849998,83.220535,1708478
2008-02-20,127.849998,132.899994,124.000000,129.300003,84.164368,582747
2008-02-21,131.100006,136.300003,129.000000,133.300003,86.768059,1168146
2008-02-22,130.000000,138.800003,129.000000,132.550003,86.279884,892215
2008-02-25,133.000000,135.000000,127.550003,132.600006,86.312424,426548
2008-02-26,133.000000,135.949997,132.500000,135.050003,87.907204,381316
2008-02-27,136.449997,137.199997,134.100006,135.050003,87.907204,378594
2008-02-28,135.000000,135.399994,129.399994,130.699997,85.075661,799917
2008-02-29,130.449997,135.600006,130.000000,131.100006,85.336067,438543
2008-03-03,129.000000,134.500000,123.800003,124.699997,81.170120,239652
2008-03-04,125.449997,125.750000,116.199997,117.699997,76.613663,441454
2008-03-05,118.900002,120.949997,117.500000,118.900002,77.394783,248938
2008-03-07,117.000000,117.000000,109.000000,111.699997,72.708130,331863
2008-03-10,109.900002,115.000000,104.000000,112.150002,73.001053,367375
2008-03-11,110.250000,115.000000,108.150002,112.949997,73.521782,198392
2008-03-12,116.250000,124.400002,107.550003,109.900002,71.536476,322654
2008-03-13,111.449997,111.449997,99.500000,100.550003,65.450340,400976
2008-03-14,101.000000,103.900002,94.400002,102.650002,66.817284,216288
2008-03-17,102.000000,102.000000,95.000000,95.400002,62.098087,277891
2008-03-18,95.400002,99.500000,95.000000,96.199997,62.618816,194711
2008-03-19,99.599998,100.900002,88.000000,90.599998,58.973660,415266
