Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,83.000000,83.612503,80.074997,80.512497,54.561787,730260
2008-01-02,80.487503,81.474998,78.262497,78.587502,53.257256,1896700
2008-01-03,79.000000,79.187500,77.012497,77.500000,52.520294,2943936
2008-01-04,77.750000,79.237503,77.012497,78.762497,53.375851,2431480
2008-01-07,79.000000,79.000000,74.400002,74.824997,50.707485,5565516
2008-01-08,73.812500,76.599998,73.812500,75.212502,50.970093,3877976
2008-01-09,77.099998,77.099998,74.750000,75.025002,50.843033,4305368
2008-01-10,76.250000,76.250000,73.775002,74.050003,50.182285,1519052
2008-01-11,74.500000,75.000000,71.150002,72.224998,48.945530,3117668
2008-01-14,72.512497,73.000000,70.000000,70.974998,48.098415,1338160
2008-01-15,71.250000,72.250000,69.000000,69.224998,46.912491,1828536
2008-01-16,69.437500,69.437500,66.525002,67.262497,45.582531,3882984
2008-01-17,68.724998,68.724998,66.500000,66.925003,45.353821,1989320
2008-01-18,67.275002,69.750000,66.250000,66.925003,45.353821,3413620
2008-01-21,66.587502,66.587502,60.037498,62.287498,42.211067,22121748
2008-01-22,60.250000,64.974998,46.262501,57.462502,38.941242,2154932
2008-01-23,59.250000,65.000000,57.474998,60.087502,41.077591,6945732
2008-01-24,60.750000,63.012501,56.250000,57.562500,39.351425,4556056
2008-01-25,58.137501,63.000000,58.137501,62.424999,42.675579,3240744
2008-01-28,62.424999,62.500000,56.275002,60.325001,41.239952,1372012
2008-01-29,61.250000,64.300003,60.262501,63.737499,43.572838,3472712
2008-01-30,63.750000,64.375000,60.937500,63.062500,43.111393,3009264
2008-01-31,62.500000,65.224998,58.299999,60.412498,41.299778,8587524
2008-02-01,60.000000,67.250000,60.000000,66.487503,45.452831,1771352
2008-02-04,66.750000,70.500000,66.250000,69.525002,47.529354,2195176
2008-02-05,70.037498,71.000000,67.025002,69.250000,47.341339,2879936
2008-02-06,65.875000,68.250000,65.000000,66.250000,45.290459,1651664
2008-02-07,66.262497,66.724998,60.075001,61.049999,41.735592,2356276
2008-02-08,60.974998,65.500000,60.974998,64.337502,43.983036,2940304
2008-02-11,64.337502,64.750000,60.637501,64.050003,43.786495,1633652
2008-02-12,64.500000,65.987503,61.512501,62.224998,42.538849,1408688
2008-02-13,62.250000,64.474998,61.049999,63.162498,43.179756,1716600
2008-02-14,64.250000,66.599998,63.750000,65.775002,44.965740,1550696
2008-02-15,65.000000,68.925003,64.012497,68.612503,46.905537,2031960
2008-02-18,67.750000,69.500000,65.625000,69.000000,47.170448,815888
2008-02-19,69.500000,71.750000,68.762497,70.787498,48.392418,4323608
2008-02-20,70.437500,71.074997,65.449997,66.900002,45.734840,1918856
2008-02-21,70.000000,72.449997,68.250000,71.449997,48.845333,3734572
2008-02-22,71.050003,71.250000,67.050003,67.650002,46.247555,1498696
2008-02-25,68.750000,70.750000,68.000000,70.412498,48.136063,964412
2008-02-26,71.437500,74.250000,70.750000,73.724998,50.400574,3245648
2008-02-27,74.162498,75.000000,71.250000,72.187500,49.349518,2573380
2008-02-28,72.000000,74.250000,70.025002,72.750000,49.734039,3597504
2008-02-29,71.387497,73.224998,68.300003,69.412498,47.452446,1898520
2008-03-03,68.750000,70.750000,66.062500,68.412498,46.768814,5421856
2008-03-04,68.949997,69.199997,66.074997,66.824997,45.683556,2136124
2008-03-05,67.000000,70.000000,67.000000,69.650002,47.614799,1705692
2008-03-07,69.250000,69.500000,64.512497,68.349998,46.726070,2603712
2008-03-10,66.500000,72.525002,66.349998,68.025002,46.503891,3032764
2008-03-11,67.500000,68.625000,65.000000,66.324997,45.341755,2306360
2008-03-12,67.362503,69.250000,66.275002,68.375000,46.743179,2484180
2008-03-13,67.500000,67.500000,61.750000,63.537498,43.436119,2401552
2008-03-14,62.500000,66.750000,62.137501,66.362503,45.367371,1619908
2008-03-17,62.775002,67.000000,58.500000,60.062500,41.060501,2539120
2008-03-18,60.062500,63.037498,57.750000,62.424999,42.675579,6005480
2008-03-19,63.275002,65.974998,62.750000,63.724998,43.564308,3618768
2008-03-24,63.762501,69.750000,63.762501,68.512497,46.837185,3559912
2008-03-25,70.000000,72.800003,69.987503,71.212502,48.682980,4167724
2008-03-26,72.474998,73.000000,67.512497,69.099998,47.238819,2492844
2008-03-27,68.150002,70.224998,64.750000,65.837502,45.008457,8553336
2008-03-28,65.474998,68.562500,65.000000,67.837502,46.375732,3844644
2008-03-31,67.500000,68.500000,62.762501,63.312500,43.282307,3888868
2008-04-01,64.962502,64.987503,60.525002,61.575001,42.094509,2545076
2008-04-02,64.474998,64.712502,61.275002,61.750000,42.214134,1648708
2008-04-03,62.375000,63.737499,61.512501,62.462502,42.701221,3690024
2008-04-04,62.500000,63.250000,60.087502,61.224998,41.855225,2415196
2008-04-07,60.125000,62.724998,60.125000,61.137501,41.795406,2184792
2008-04-08,61.250000,62.000000,59.462502,59.662498,40.787041,1933068
2008-04-09,59.500000,60.250000,58.875000,59.750000,40.846870,2429400
2008-04-10,59.750000,61.200001,58.825001,59.150002,40.436691,1540384
2008-04-11,60.375000,60.375000,57.387501,57.599998,39.377071,4019400
2008-04-15,58.250000,62.224998,56.900002,61.250000,41.872311,17531960
2008-04-16,62.500000,66.224998,62.312500,65.125000,44.521381,11195368
2008-04-17,66.500000,67.750000,65.650002,67.400002,46.076630,4792800
2008-04-21,68.750000,69.550003,67.562500,68.574997,47.230274,15034104
2008-04-22,68.500000,68.500000,64.025002,65.912498,45.396515,2027644
2008-04-23,65.912498,67.000000,64.137497,65.612503,45.189888,1832000
2008-04-24,67.250000,67.250000,62.549999,63.525002,43.752144,4151624
2008-04-25,64.974998,66.199997,64.500000,65.175003,44.888561,14220752
2008-04-28,66.500000,66.750000,64.762497,66.349998,45.697826,1270648
2008-04-29,66.500000,72.500000,65.787498,71.724998,49.399811,6082272
2008-04-30,72.000000,73.937500,70.050003,72.112503,49.666691,6188864
2008-05-02,72.250000,74.862503,72.112503,74.262497,51.147457,3275484
2008-05-05,74.262497,74.987503,71.512497,72.012497,49.597790,1562624
2008-05-06,71.750000,74.000000,70.750000,73.162498,50.389851,1813032
2008-05-07,74.625000,74.849998,73.099998,73.425003,50.570667,2454188
2008-05-08,73.425003,74.237503,70.900002,72.199997,49.726948,1158448
2008-05-09,73.500000,73.500000,70.949997,71.937500,49.546165,1195556
2008-05-12,71.750000,73.250000,70.275002,71.949997,49.554764,2339036
2008-05-13,73.000000,74.474998,72.300003,73.437500,50.579285,2479308
2008-05-14,74.250000,77.224998,71.787498,76.787498,52.886528,7412104
2008-05-15,77.125000,78.724998,75.250000,75.837502,52.232265,5529576
2008-05-16,76.287498,77.199997,73.574997,74.099998,51.035557,4671612
2008-05-20,73.699997,74.750000,72.062500,74.162498,51.078606,2326008
2008-05-21,72.599998,75.375000,72.599998,74.699997,51.448803,1029848
2008-05-22,73.750000,74.962502,71.650002,72.349998,49.830265,2828840
2008-05-23,73.000000,73.974998,72.500000,73.074997,50.329590,3067928
2008-05-26,73.000000,74.699997,71.525002,74.237503,51.130253,2164136
2008-05-27,74.625000,75.250000,72.574997,74.925003,51.603779,3008408
2008-05-28,75.500000,77.250000,74.762497,76.900002,52.964031,5120688
2008-05-29,76.750000,78.237503,75.750000,77.324997,53.256741,5825408
2008-05-30,75.262497,81.074997,75.262497,78.650002,54.169304,8786448
2008-06-02,79.275002,79.750000,75.275002,75.925003,52.292519,3298920
2008-06-03,75.000000,76.099998,71.650002,73.662498,50.734241,1751748
2008-06-04,73.750000,74.750000,72.187500,72.500000,49.933575,1580656
2008-06-05,71.750000,77.125000,71.750000,76.462502,52.662708,1979064
2008-06-06,76.250000,79.550003,76.250000,78.312500,53.936878,5323572
2008-06-09,75.337502,76.737503,72.262497,74.287498,51.164692,2937944
2008-06-10,73.824997,74.987503,70.275002,71.062500,48.943512,2027144
2008-06-11,72.449997,74.375000,71.525002,73.262497,50.458721,2556416
2008-06-12,71.750000,74.250000,71.250000,72.949997,50.243507,1606152
2008-06-13,72.500000,73.800003,70.762497,72.349998,49.830265,1896844
2008-06-16,73.237503,74.750000,72.875000,73.262497,50.458721,1018640
2008-06-17,72.287498,74.474998,72.287498,73.150002,50.381275,1397556
2008-06-18,73.500000,73.699997,69.250000,69.875000,48.125656,26591432
2008-06-19,69.000000,70.750000,67.512497,68.324997,47.058098,4236464
2008-06-20,67.787498,69.875000,66.025002,66.550003,45.835575,1281480
2008-06-23,66.250000,69.362503,65.000000,67.612503,46.567360,1754472
2008-06-24,67.500000,68.724998,65.137497,66.812500,46.016373,2132620
2008-06-25,65.125000,66.500000,63.500000,65.349998,45.009087,3240916
2008-06-26,65.750000,71.287498,64.412498,68.849998,47.419662,7416468
2008-06-27,67.437500,67.437500,62.750000,63.325001,43.614395,1869532
2008-06-30,62.287498,66.000000,60.174999,63.137501,43.485264,10807896
2008-07-01,62.424999,65.962502,61.500000,64.925003,44.716400,6742868
