Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,269.250000,269.250000,263.000000,263.637512,191.711273,928388
2008-01-02,265.000000,265.250000,257.875000,262.500000,190.884140,2864924
2008-01-03,257.524994,261.250000,251.337494,252.762497,183.803253,5168280
2008-01-04,252.762497,255.725006,250.574997,251.300003,182.739792,2318868
2008-01-07,250.000000,252.199997,243.125000,243.899994,177.358688,3647344
2008-01-08,245.000000,248.000000,242.324997,246.962494,179.585602,3207732
2008-01-09,248.699997,251.500000,247.475006,249.074997,181.121750,2450128
2008-01-10,249.500000,252.375000,240.500000,245.412506,178.458527,3342376
2008-01-11,228.837494,251.000000,228.837494,247.437500,179.931000,2149188
2008-01-14,249.949997,249.949997,238.899994,240.287506,174.731689,4158864
2008-01-15,241.250000,242.000000,233.500000,235.000000,170.886780,2935588
2008-01-16,235.000000,241.675003,231.250000,236.237503,171.786621,3131956
2008-01-17,241.449997,241.500000,229.750000,230.675003,167.741745,6302096
2008-01-18,232.375000,235.000000,224.274994,225.800003,164.196701,4333816
2008-01-21,226.000000,226.175003,201.312500,207.762497,151.080246,4840032
2008-01-22,203.675003,247.500000,181.250000,200.062500,145.480972,6376872
2008-01-23,214.750000,222.500000,201.250000,217.987503,159.112091,5359120
2008-01-24,217.500000,222.000000,206.437500,210.812500,153.874985,2013336
2008-01-25,213.250000,224.425003,212.524994,221.149994,161.420425,2243116
2008-01-28,217.500000,217.500000,206.250000,213.574997,155.891373,2485660
2008-01-29,214.000000,221.149994,213.750000,216.925003,158.336578,3258712
2008-01-30,220.500000,223.000000,215.000000,217.462494,158.728882,3032856
2008-01-31,217.500000,222.500000,208.837494,218.437500,159.440598,5966956
2008-02-01,221.250000,235.274994,218.324997,232.375000,169.613739,4169520
2008-02-04,236.250000,247.250000,234.750000,243.912506,178.035172,3730520
2008-02-05,240.000000,243.750000,233.912506,238.762497,174.276108,1722872
2008-02-06,232.500000,232.500000,223.625000,226.524994,165.343765,4007952
2008-02-07,226.524994,226.524994,217.762497,219.762497,160.407745,2574652
2008-02-08,221.000000,231.250000,220.000000,224.600006,163.938721,2576820
2008-02-11,224.600006,233.000000,215.024994,226.524994,165.343765,3200988
2008-02-12,226.250000,231.250000,215.000000,216.162506,157.780029,5161328
2008-02-13,218.750000,224.250000,212.824997,217.237503,158.564651,2185376
2008-02-14,221.250000,225.000000,215.250000,218.449997,159.449692,2246480
2008-02-15,215.000000,221.762497,215.000000,218.175003,159.248947,2213044
2008-02-18,218.175003,218.750000,212.500000,213.300003,155.690689,1723160
2008-02-19,214.000000,221.000000,213.750000,218.862503,159.750839,1947288
2008-02-20,219.975006,223.662506,218.312500,221.524994,161.694168,3060624
2008-02-21,224.500000,232.750000,220.500000,228.662506,166.904022,3562052
2008-02-22,230.000000,230.225006,221.250000,225.137497,164.331039,2401516
2008-02-25,232.000000,232.250000,222.562500,225.187500,164.367554,3255460
2008-02-26,231.000000,231.000000,223.750000,224.600006,163.938721,4999584
2008-02-27,227.000000,228.712494,218.512497,219.387497,160.134003,2364056
2008-02-28,221.250000,222.500000,218.000000,220.225006,160.745346,5579004
2008-02-29,220.000000,222.925003,215.875000,219.350006,160.106644,3416480
2008-03-03,216.500000,217.175003,210.000000,212.149994,154.851227,3141328
2008-03-04,214.500000,217.500000,211.774994,214.699997,156.712570,3010532
2008-03-05,211.250000,220.699997,211.250000,218.824997,159.723404,2209348
2008-03-07,215.649994,216.524994,210.562500,211.537506,154.404144,1996828
2008-03-10,211.537506,213.500000,207.500000,208.412506,152.123260,2494168
2008-03-11,210.000000,210.000000,205.000000,205.875000,150.270996,4043520
2008-03-12,209.750000,212.500000,202.562500,205.887497,150.280136,1884412
2008-03-13,203.750000,203.750000,190.250000,194.925003,142.278534,3408600
2008-03-14,195.000000,203.225006,187.500000,200.962494,146.685318,2216056
2008-03-17,193.750000,199.425003,192.187500,197.962494,144.495560,1958904
2008-03-18,197.500000,207.199997,192.500000,204.425003,149.212662,3596080
2008-03-19,207.000000,210.000000,201.387497,202.862503,148.072174,4361924
2008-03-24,202.862503,209.375000,202.862503,205.925003,150.307602,3301984
2008-03-25,210.000000,224.962494,208.750000,219.125000,159.942429,2928896
2008-03-26,235.000000,235.000000,212.887497,219.587494,160.279953,2171768
2008-03-27,218.000000,219.000000,210.274994,213.125000,155.562927,6151152
2008-03-28,213.250000,218.675003,213.000000,217.762497,158.947906,3633696
2008-03-31,217.762497,217.762497,199.250000,202.612503,147.889694,4051860
2008-04-01,205.000000,213.225006,202.500000,208.087494,151.886002,2086728
2008-04-02,212.500000,217.250000,212.312500,212.812500,155.334839,1428844
2008-04-03,212.500000,223.000000,212.500000,221.350006,161.566528,3287172
2008-04-04,221.500000,222.475006,215.012497,218.225006,159.285492,2020844
2008-04-07,223.750000,230.024994,219.550003,226.024994,164.978821,3659528
2008-04-08,226.250000,226.750000,218.750000,221.837494,161.922256,4055352
2008-04-09,220.000000,223.000000,217.250000,219.062500,159.896774,1482600
2008-04-10,220.000000,229.912506,219.250000,224.887497,164.148560,2925932
2008-04-11,225.762497,231.250000,223.312500,227.000000,165.690506,2189264
2008-04-15,230.500000,246.250000,220.100006,243.537506,177.761368,5703772
2008-04-16,246.250000,250.500000,240.500000,242.975006,177.350891,6438768
2008-04-17,249.925003,252.500000,244.887497,250.225006,182.642776,3999556
2008-04-21,252.250000,258.750000,246.649994,248.350006,181.274185,3399296
2008-04-22,246.237503,246.237503,220.500000,221.800003,161.894928,13785196
2008-04-23,221.750000,226.425003,220.012497,222.287506,162.250763,6326156
2008-04-24,226.000000,226.225006,216.000000,222.687500,162.542755,15290096
2008-04-25,228.000000,228.000000,221.250000,222.324997,162.278122,6828568
2008-04-28,202.250000,224.000000,180.000000,220.425003,160.891327,6598136
2008-04-29,220.512497,232.500000,217.537506,227.637497,166.155777,16209848
2008-04-30,229.024994,233.937500,226.625000,230.250000,168.062683,9487980
2008-05-02,231.250000,240.500000,231.000000,235.937500,172.214066,5298780
2008-05-05,236.250000,237.375000,230.287506,231.862503,169.239655,3613764
2008-05-06,227.500000,237.500000,218.149994,234.262497,170.991501,3982796
2008-05-07,237.500000,244.975006,237.500000,241.687500,176.411087,12585540
2008-05-08,241.225006,241.250000,229.500000,236.750000,172.807098,10845832
2008-05-09,239.750000,239.750000,227.500000,229.250000,167.332779,4492296
2008-05-12,229.250000,233.712494,227.574997,231.725006,169.139343,3898508
2008-05-13,232.500000,235.350006,222.250000,226.262497,165.152100,4462876
